"","mots","motifs","Oeuvre"
"3776","indiennes","NC","Flaubert-Bovary"
"3777",",",",","Flaubert-Bovary"
"3778","qu'","que","Flaubert-Bovary"
"3779","il","il","Flaubert-Bovary"
"3780","montait","VIMP","Flaubert-Bovary"
"3781","ses","DETPOSS","Flaubert-Bovary"
"3782","chevaux","NC","Flaubert-Bovary"
"3783","à","à","Flaubert-Bovary"
"3784","le","le","Flaubert-Bovary"
"3785","lieu","NC","Flaubert-Bovary"
"3786","de","de","Flaubert-Bovary"
"3787","les","le","Flaubert-Bovary"
"3788","envoyer","INF","Flaubert-Bovary"
"3789","à","à","Flaubert-Bovary"
"3790","le","le","Flaubert-Bovary"
"3791","labour","NC","Flaubert-Bovary"
"3792",",",",","Flaubert-Bovary"
"3793","buvait","VIMP","Flaubert-Bovary"
"3794","son","DETPOSS","Flaubert-Bovary"
"3795","cidre","NC","Flaubert-Bovary"
"3796","en","en","Flaubert-Bovary"
"3797","bouteilles","NC","Flaubert-Bovary"
"3798","à","à","Flaubert-Bovary"
"3799","le","le","Flaubert-Bovary"
"3800","lieu","NC","Flaubert-Bovary"
"3801","de","de","Flaubert-Bovary"
"3802","le","le","Flaubert-Bovary"
"3803","vendre","NC","Flaubert-Bovary"
"3804","en","en","Flaubert-Bovary"
"3805","barriques","NC","Flaubert-Bovary"
"3806",",",",","Flaubert-Bovary"
"3807","mangeait","VIMP","Flaubert-Bovary"
"3808","les","le","Flaubert-Bovary"
"3809","plus","plus","Flaubert-Bovary"
"3810","belles","ADJ","Flaubert-Bovary"
"3811","volailles","NC","Flaubert-Bovary"
"3812","de","de","Flaubert-Bovary"
"3813","sa","DETPOSS","Flaubert-Bovary"
"3814","cour","NC","Flaubert-Bovary"
"3815","et","et","Flaubert-Bovary"
"3816","graissait","VIMP","Flaubert-Bovary"
"3817","ses","DETPOSS","Flaubert-Bovary"
"3818","souliers","NC","Flaubert-Bovary"
"3819","de","de","Flaubert-Bovary"
"3820","chasse","NC","Flaubert-Bovary"
"3821","avec","avec","Flaubert-Bovary"
"3822","le","le","Flaubert-Bovary"
"3823","lard","NC","Flaubert-Bovary"
"3824","de","de","Flaubert-Bovary"
"3825","ses","DETPOSS","Flaubert-Bovary"
"3826","cochons","NC","Flaubert-Bovary"
"3827",",",",","Flaubert-Bovary"
"3828","il","il","Flaubert-Bovary"
"3829","ne","ne","Flaubert-Bovary"
"3830","tarda","VPS","Flaubert-Bovary"
"3831","point","ADV","Flaubert-Bovary"
"3832","à","à","Flaubert-Bovary"
"3833","s'","se","Flaubert-Bovary"
"3834","apercevoir","INF","Flaubert-Bovary"
"3835","qu'","que","Flaubert-Bovary"
"3836","il","il","Flaubert-Bovary"
"3837","valait","VIMP","Flaubert-Bovary"
"3838","mieux","mieux","Flaubert-Bovary"
"3839","planter","INF","Flaubert-Bovary"
"3840","là","là","Flaubert-Bovary"
"3841","toute","tout","Flaubert-Bovary"
"3842","spéculation","NC","Flaubert-Bovary"
"3843",".",".","Flaubert-Bovary"
"3844","Moyennant","PPRES","Flaubert-Bovary"
"3845","deux","NUM","Flaubert-Bovary"
"3846","francs","ADJ","Flaubert-Bovary"
"3847","par","par","Flaubert-Bovary"
"3848","an","NC","Flaubert-Bovary"
"3849",",",",","Flaubert-Bovary"
"3850","il","il","Flaubert-Bovary"
"3851","trouva","VPS","Flaubert-Bovary"
"3852","à","à","Flaubert-Bovary"
"3853","louer","INF","Flaubert-Bovary"
"3854","dans","dans","Flaubert-Bovary"
"3855","un","un","Flaubert-Bovary"
"3856","village","NC","Flaubert-Bovary"
"3857",",",",","Flaubert-Bovary"
"3858","sur","sur","Flaubert-Bovary"
"3859","les","le","Flaubert-Bovary"
"3860","confins","NC","Flaubert-Bovary"
"3861","de","de","Flaubert-Bovary"
"3862","le","le","Flaubert-Bovary"
"3863","pays","NC","Flaubert-Bovary"
"3864","de","de","Flaubert-Bovary"
"3865","et","et","Flaubert-Bovary"
"3866","de","de","Flaubert-Bovary"
"3867","la","le","Flaubert-Bovary"
"3868","Picardie","NP","Flaubert-Bovary"
"3869",",",",","Flaubert-Bovary"
"3870","une","un","Flaubert-Bovary"
"3871","sorte","sorte","Flaubert-Bovary"
"3872","de","de","Flaubert-Bovary"
"3873","logis","NC","Flaubert-Bovary"
"3874","moitié","PPAS","Flaubert-Bovary"
"3875","ferme","ADJ","Flaubert-Bovary"
"3876",",",",","Flaubert-Bovary"
"3877","moitié","PPAS","Flaubert-Bovary"
"3878","maison","NC","Flaubert-Bovary"
"3879","de","de","Flaubert-Bovary"
"3880","maître","NC","Flaubert-Bovary"
"3881",";",";","Flaubert-Bovary"
"3882","et","et","Flaubert-Bovary"
"3883",",",",","Flaubert-Bovary"
"3884","chagrin","NCABS","Flaubert-Bovary"
"3885",",",",","Flaubert-Bovary"
"3886","rongé","PPAS","Flaubert-Bovary"
"3887","de","de","Flaubert-Bovary"
"3888","regrets","NCABS","Flaubert-Bovary"
"3889",",",",","Flaubert-Bovary"
"3890","accusant","PPRES","Flaubert-Bovary"
"3891","le","le","Flaubert-Bovary"
"3892","ciel","NC","Flaubert-Bovary"
"3893",",",",","Flaubert-Bovary"
"3894","jaloux","ADJ","Flaubert-Bovary"
"3895","contre","contre","Flaubert-Bovary"
"3896","tout","tout","Flaubert-Bovary"
"3897","le","le","Flaubert-Bovary"
"3898","monde","NC","Flaubert-Bovary"
"3899",",",",","Flaubert-Bovary"
"3900","il","il","Flaubert-Bovary"
"3901","s'","se","Flaubert-Bovary"
"3902","enferma","VPS","Flaubert-Bovary"
"3903","dès","dès","Flaubert-Bovary"
"3904","l'","le","Flaubert-Bovary"
"3905","âge","NC","Flaubert-Bovary"
"3906","de","de","Flaubert-Bovary"
"3907","quarante-cinq","NUM","Flaubert-Bovary"
"3908","ans","NC","Flaubert-Bovary"
"3909",",",",","Flaubert-Bovary"
"3910","dégoûté","PPAS","Flaubert-Bovary"
"3911","de","de","Flaubert-Bovary"
"3912","les","le","Flaubert-Bovary"
"3913","hommes","NC","Flaubert-Bovary"
"3914",",",",","Flaubert-Bovary"
"3915","disait","VIMP","Flaubert-Bovary"
"3916","-il","il","Flaubert-Bovary"
"3917",",",",","Flaubert-Bovary"
"3918","et","et","Flaubert-Bovary"
"3919","décidé","PPAS","Flaubert-Bovary"
"3920","à","à","Flaubert-Bovary"
"3921","vivre","INF","Flaubert-Bovary"
"3922","en","en","Flaubert-Bovary"
"3923","paix","NC","Flaubert-Bovary"
"3924",".",".","Flaubert-Bovary"
"3925","Sa","DETPOSS","Flaubert-Bovary"
"3926","femme","NC","Flaubert-Bovary"
"3927","avait","avoir","Flaubert-Bovary"
"3928","été","être","Flaubert-Bovary"
"3929","folle","ADJ","Flaubert-Bovary"
"3930","de","de","Flaubert-Bovary"
"3931","autrefois","ADV","Flaubert-Bovary"
"3932",";",";","Flaubert-Bovary"
"3933","elle","elle","Flaubert-Bovary"
"3934","l'","le","Flaubert-Bovary"
"3935","avait","avoir","Flaubert-Bovary"
"3936","aimé","PPAS","Flaubert-Bovary"
"3937","avec","avec","Flaubert-Bovary"
"3938","mille","NUM","Flaubert-Bovary"
"3939","servilités","NC","Flaubert-Bovary"
"3940","qui","qui","Flaubert-Bovary"
"3941","l'","le","Flaubert-Bovary"
"3942","avaient","avoir","Flaubert-Bovary"
"3943","détaché","PPAS","Flaubert-Bovary"
"3944","d'","de","Flaubert-Bovary"
"3945","elle","elle","Flaubert-Bovary"
"3946","encore","encore","Flaubert-Bovary"
"3947","davantage","davantage","Flaubert-Bovary"
"3948",".",".","Flaubert-Bovary"
"3949","Enjouée","PPAS","Flaubert-Bovary"
"3950","jadis","ADV","Flaubert-Bovary"
"3951",",",",","Flaubert-Bovary"
"3952","expansive","ADJ","Flaubert-Bovary"
"3953","et","et","Flaubert-Bovary"
"3954","tout","tout","Flaubert-Bovary"
"3955","aimante","ADJ","Flaubert-Bovary"
"3956",",",",","Flaubert-Bovary"
"3957","elle","elle","Flaubert-Bovary"
"3958","était","être","Flaubert-Bovary"
"3959",",",",","Flaubert-Bovary"
"3960","en","en","Flaubert-Bovary"
"3961","vieillissant","PPRES","Flaubert-Bovary"
"3962",",",",","Flaubert-Bovary"
"3963","devenue","PPAS","Flaubert-Bovary"
"3964","(","(","Flaubert-Bovary"
"3965","à","à","Flaubert-Bovary"
"3966","la","le","Flaubert-Bovary"
"3967","façon","façon","Flaubert-Bovary"
"3968","de","de","Flaubert-Bovary"
"3969","le","le","Flaubert-Bovary"
"3970","vin","NC","Flaubert-Bovary"
"3971","éventé","PPAS","Flaubert-Bovary"
"3972","se","se","Flaubert-Bovary"
"3973","tourne","PRES","Flaubert-Bovary"
"3974","en","en","Flaubert-Bovary"
"3975","vinaigre","NC","Flaubert-Bovary"
"3976",")",")","Flaubert-Bovary"
"3977","d'","de","Flaubert-Bovary"
"3978","humeur","NCABS","Flaubert-Bovary"
"3979","difficile","ADJ","Flaubert-Bovary"
"3980",",",",","Flaubert-Bovary"
"3981","piaillarde","NC","Flaubert-Bovary"
"3982",",",",","Flaubert-Bovary"
"3983","nerveuse","ADJ","Flaubert-Bovary"
"3984",".",".","Flaubert-Bovary"
"3985","Elle","elle","Flaubert-Bovary"
"3986","avait","avoir","Flaubert-Bovary"
"3987","tant","tant","Flaubert-Bovary"
"3988","souffert","PPAS","Flaubert-Bovary"
"3989",",",",","Flaubert-Bovary"
"3990","sans","sans","Flaubert-Bovary"
"3991","se","se","Flaubert-Bovary"
"3992","plaindre","INF","Flaubert-Bovary"
"3993",",",",","Flaubert-Bovary"
"3994","d'","de","Flaubert-Bovary"
"3995","abord","NC","Flaubert-Bovary"
"3996",",",",","Flaubert-Bovary"
"3997","quand","quand","Flaubert-Bovary"
"3998","elle","elle","Flaubert-Bovary"
"3999","le","le","Flaubert-Bovary"
"4000","voyait","VIMP","Flaubert-Bovary"
"4001","courir","INF","Flaubert-Bovary"
"4002","après","après","Flaubert-Bovary"
"4003","toutes","tout","Flaubert-Bovary"
"4004","les","le","Flaubert-Bovary"
"4005","gotons","NC","Flaubert-Bovary"
"4006","de","de","Flaubert-Bovary"
"4007","village","NC","Flaubert-Bovary"
"4008","et","et","Flaubert-Bovary"
"4009","que","que","Flaubert-Bovary"
"4010","vingt","NUM","Flaubert-Bovary"
"4011","mauvais","ADJ","Flaubert-Bovary"
"4012","lieux","NC","Flaubert-Bovary"
"4013","le","le","Flaubert-Bovary"
"4014","lui","lui","Flaubert-Bovary"
"4015","renvoyaient","VIMP","Flaubert-Bovary"
"4016","le","le","Flaubert-Bovary"
"4017","soir","NC","Flaubert-Bovary"
"4018",",",",","Flaubert-Bovary"
"4019","blasé","PPAS","Flaubert-Bovary"
"4020","et","et","Flaubert-Bovary"
"4021","puant","PPRES","Flaubert-Bovary"
"4022","l'","le","Flaubert-Bovary"
"4023","ivresse","NCABS","Flaubert-Bovary"
"4024","!","!","Flaubert-Bovary"
"4025","Puis","puis","Flaubert-Bovary"
"4026","l'","le","Flaubert-Bovary"
"4027","orgueil","NCABS","Flaubert-Bovary"
"4028","s'","se","Flaubert-Bovary"
"4029","était","être","Flaubert-Bovary"
"4030","révolté","PPAS","Flaubert-Bovary"
"4031",".",".","Flaubert-Bovary"
"4032","Alors","alors","Flaubert-Bovary"
"4033","elle","elle","Flaubert-Bovary"
"4034","s'","se","Flaubert-Bovary"
"4035","était","être","Flaubert-Bovary"
"4036","tue","PPAS","Flaubert-Bovary"
"4037",",",",","Flaubert-Bovary"
"4038","avalant","PPRES","Flaubert-Bovary"
"4039","sa","DETPOSS","Flaubert-Bovary"
"4040","rage","NCABS","Flaubert-Bovary"
"4041","dans","dans","Flaubert-Bovary"
"4042","un","un","Flaubert-Bovary"
"4043","stoïcisme","NCABS","Flaubert-Bovary"
"4044","muet","ADJ","Flaubert-Bovary"
"4045",",",",","Flaubert-Bovary"
"4046","qu'","que","Flaubert-Bovary"
"4047","elle","elle","Flaubert-Bovary"
"4048","garda","VPS","Flaubert-Bovary"
"4049","jusqu'","jusque","Flaubert-Bovary"
"4050","à","à","Flaubert-Bovary"
"4051","sa","DETPOSS","Flaubert-Bovary"
"4052","mort","NC","Flaubert-Bovary"
"4053",".",".","Flaubert-Bovary"
"4054","Elle","elle","Flaubert-Bovary"
"4055","était","être","Flaubert-Bovary"
"4056","sans","sans","Flaubert-Bovary"
"4057","cesse","NC","Flaubert-Bovary"
"4058","en","en","Flaubert-Bovary"
"4059","courses","NC","Flaubert-Bovary"
"4060",",",",","Flaubert-Bovary"
"4061","en","en","Flaubert-Bovary"
"4062","affaires","NC","Flaubert-Bovary"
"4063",".",".","Flaubert-Bovary"
"4064","Elle","elle","Flaubert-Bovary"
"4065","allait","VIMP","Flaubert-Bovary"
"4066","chez","chez","Flaubert-Bovary"
"4067","les","le","Flaubert-Bovary"
"4068","avoués","NC","Flaubert-Bovary"
"4069",",",",","Flaubert-Bovary"
"4070","chez","chez","Flaubert-Bovary"
"4071","le","le","Flaubert-Bovary"
"4072","président","NC","Flaubert-Bovary"
"4073",",",",","Flaubert-Bovary"
"4074","se","se","Flaubert-Bovary"
"4075","rappelait","VIMP","Flaubert-Bovary"
"4076","l'","le","Flaubert-Bovary"
"4077","échéance","NC","Flaubert-Bovary"
"4078","de","de","Flaubert-Bovary"
"4079","les","le","Flaubert-Bovary"
"4080","billets","NC","Flaubert-Bovary"
"4081",",",",","Flaubert-Bovary"
"4082","obtenait","VIMP","Flaubert-Bovary"
"4083","de","de","Flaubert-Bovary"
"4084","les","le","Flaubert-Bovary"
"4085","retards","NC","Flaubert-Bovary"
"4086",";",";","Flaubert-Bovary"
"4087","et","et","Flaubert-Bovary"
"4088",",",",","Flaubert-Bovary"
"4089","à","à","Flaubert-Bovary"
"4090","la","le","Flaubert-Bovary"
"4091","maison","NC","Flaubert-Bovary"
"4092",",",",","Flaubert-Bovary"
"4093","repassait","VIMP","Flaubert-Bovary"
"4094",",",",","Flaubert-Bovary"
"4095","cousait","VIMP","Flaubert-Bovary"
"4096",",",",","Flaubert-Bovary"
"4097","blanchissait","VIMP","Flaubert-Bovary"
"4098","surveillait","VIMP","Flaubert-Bovary"
"4099","les","le","Flaubert-Bovary"
"4100","ouvriers","NC","Flaubert-Bovary"
"4101",",",",","Flaubert-Bovary"
"4102","soldait","VIMP","Flaubert-Bovary"
"4103","mémoires","NC","Flaubert-Bovary"
"4104",",",",","Flaubert-Bovary"
"4105","tandis","tandis","Flaubert-Bovary"
"4106","que","que","Flaubert-Bovary"
"4107",",",",","Flaubert-Bovary"
"4108","sans","sans","Flaubert-Bovary"
"4109","s'","se","Flaubert-Bovary"
"4110","inquiéter","INF","Flaubert-Bovary"
"4111","de","de","Flaubert-Bovary"
"4112","rien","rien","Flaubert-Bovary"
"4113",",",",","Flaubert-Bovary"
"4114","Monsieur","NP","Flaubert-Bovary"
"4115",",",",","Flaubert-Bovary"
"4116","continuellement","ADVFRE","Flaubert-Bovary"
"4117","engourdi","PPAS","Flaubert-Bovary"
"4118","dans","dans","Flaubert-Bovary"
"4119","une","un","Flaubert-Bovary"
"4120","somnolence","NCABS","Flaubert-Bovary"
"4121","boudeuse","ADJ","Flaubert-Bovary"
"4122","dont","dont","Flaubert-Bovary"
"4123","il","il","Flaubert-Bovary"
"4124","ne","ne","Flaubert-Bovary"
"4125","se","se","Flaubert-Bovary"
"4126","réveillait","VIMP","Flaubert-Bovary"
"4127","que","ADV","Flaubert-Bovary"
"4128","pour","pour","Flaubert-Bovary"
"4129","lui","lui","Flaubert-Bovary"
"4130","dire","INF","Flaubert-Bovary"
"4131","de","de","Flaubert-Bovary"
"4132","les","le","Flaubert-Bovary"
"4133","choses","chose","Flaubert-Bovary"
"4134","désobligeantes","ADJ","Flaubert-Bovary"
"4135",",",",","Flaubert-Bovary"
"4136","restait","VIMP","Flaubert-Bovary"
"4137","à","à","Flaubert-Bovary"
"4138","fumer","INF","Flaubert-Bovary"
"4139","à","à","Flaubert-Bovary"
"4140","le","le","Flaubert-Bovary"
"4141","coin","NC","Flaubert-Bovary"
"4142","de","de","Flaubert-Bovary"
"4143","le","le","Flaubert-Bovary"
"4144","feu","NC","Flaubert-Bovary"
"4145",",",",","Flaubert-Bovary"
"4146","crachant","PPRES","Flaubert-Bovary"
"4147","dans","dans","Flaubert-Bovary"
"4148","les","le","Flaubert-Bovary"
"4149","cendres","NC","Flaubert-Bovary"
"4150","Quand","quand","Flaubert-Bovary"
"4151","elle","elle","Flaubert-Bovary"
"4152","eut","avoir","Flaubert-Bovary"
"4153","un","NUM","Flaubert-Bovary"
"4154","enfant","NC","Flaubert-Bovary"
"4155",",",",","Flaubert-Bovary"
"4156","il","il","Flaubert-Bovary"
"4157","le","le","Flaubert-Bovary"
"4158","fallut","VPS","Flaubert-Bovary"
"4159","mettre","INF","Flaubert-Bovary"
"4160","en","en","Flaubert-Bovary"
"4161","nourrice","NC","Flaubert-Bovary"
"4162",".",".","Flaubert-Bovary"
"4163","Rentré","PPAS","Flaubert-Bovary"
"4164","chez","chez","Flaubert-Bovary"
"4165","eux","soi","Flaubert-Bovary"
"4166",",",",","Flaubert-Bovary"
"4167","le","le","Flaubert-Bovary"
"4168","marmot","NC","Flaubert-Bovary"
"4169","fut","être","Flaubert-Bovary"
"4170","gâté","PPAS","Flaubert-Bovary"
"4171","comme","comme","Flaubert-Bovary"
"4172","un","un","Flaubert-Bovary"
"4173","prince","NC","Flaubert-Bovary"
"4174",".",".","Flaubert-Bovary"
"4175","Sa","DETPOSS","Flaubert-Bovary"
"4176","mère","NC","Flaubert-Bovary"
"4177","le","le","Flaubert-Bovary"
"4178","nourrissait","VIMP","Flaubert-Bovary"
"4179","de","de","Flaubert-Bovary"
"4180","confitures","NC","Flaubert-Bovary"
"4181",";",";","Flaubert-Bovary"
"4182","son","DETPOSS","Flaubert-Bovary"
"4183","père","NC","Flaubert-Bovary"
"4184","le","le","Flaubert-Bovary"
"4185","laissait","VIMP","Flaubert-Bovary"
"4186","courir","INF","Flaubert-Bovary"
"4187","sans","sans","Flaubert-Bovary"
"4188","souliers","NC","Flaubert-Bovary"
"4189",",",",","Flaubert-Bovary"
"4190","et","et","Flaubert-Bovary"
"4191",",",",","Flaubert-Bovary"
"4192","pour","pour","Flaubert-Bovary"
"4193","faire","INF","Flaubert-Bovary"
"4194","le","le","Flaubert-Bovary"
"4195","philosophe","NC","Flaubert-Bovary"
"4196",",",",","Flaubert-Bovary"
"4197","disait","VIMP","Flaubert-Bovary"
"4198","même","même","Flaubert-Bovary"
"4199","qu'","que","Flaubert-Bovary"
"4200","il","il","Flaubert-Bovary"
"4201","pouvait","VIMP","Flaubert-Bovary"
"4202","bien","bien","Flaubert-Bovary"
"4203","aller","INF","Flaubert-Bovary"
"4204","tout","tout","Flaubert-Bovary"
"4205","nu","NC","Flaubert-Bovary"
"4206",",",",","Flaubert-Bovary"
"4207","comme","comme","Flaubert-Bovary"
"4208","enfants","NC","Flaubert-Bovary"
"4209","de","de","Flaubert-Bovary"
"4210","les","le","Flaubert-Bovary"
"4211","bêtes","NC","Flaubert-Bovary"
"4212",".",".","Flaubert-Bovary"
"4213","À","à","Flaubert-Bovary"
"4214","l'","le","Flaubert-Bovary"
"4215","encontre","NC","Flaubert-Bovary"
"4216","de","de","Flaubert-Bovary"
"4217","les","le","Flaubert-Bovary"
"4218","tendances","NC","Flaubert-Bovary"
"4219","maternelles","ADJ","Flaubert-Bovary"
"4220",",",",","Flaubert-Bovary"
"4221","il","il","Flaubert-Bovary"
"4222","avait","avoir","Flaubert-Bovary"
"4223","en","en","Flaubert-Bovary"
"4224","tête","NCCOR","Flaubert-Bovary"
"4225","un","un","Flaubert-Bovary"
"4226","certain","ADJ","Flaubert-Bovary"
"4227","idéal","NC","Flaubert-Bovary"
"4228","viril","ADJ","Flaubert-Bovary"
"4229","de","de","Flaubert-Bovary"
"4230","enfance","NC","Flaubert-Bovary"
"4231",",",",","Flaubert-Bovary"
"4232","d'","de","Flaubert-Bovary"
"4233","après","après","Flaubert-Bovary"
"4234","lequel","lequel","Flaubert-Bovary"
"4235","il","il","Flaubert-Bovary"
"4236","tâchait","VIMP","Flaubert-Bovary"
"4237","former","INF","Flaubert-Bovary"
"4238","son","DETPOSS","Flaubert-Bovary"
"4239","fils","NC","Flaubert-Bovary"
"4240",",",",","Flaubert-Bovary"
"4241","voulant","PPRES","Flaubert-Bovary"
"4242","qu'","que","Flaubert-Bovary"
"4243","on","on","Flaubert-Bovary"
"4244","l'","le","Flaubert-Bovary"
"4245","élevât","VSUBI","Flaubert-Bovary"
"4246","durement","ADVINT","Flaubert-Bovary"
"4247",",",",","Flaubert-Bovary"
"4248","à","à","Flaubert-Bovary"
"4249","la","le","Flaubert-Bovary"
"4250","spartiate","NC","Flaubert-Bovary"
"4251",",",",","Flaubert-Bovary"
"4252","pour","pour","Flaubert-Bovary"
"4253","lui","lui","Flaubert-Bovary"
"4254","faire","INF","Flaubert-Bovary"
"4255","une","un","Flaubert-Bovary"
"4256","bonne","ADJ","Flaubert-Bovary"
"4257","constitution","NC","Flaubert-Bovary"
"4258",".",".","Flaubert-Bovary"
"4259","Il","il","Flaubert-Bovary"
"4260","l'","le","Flaubert-Bovary"
"4261","envoyait","VIMP","Flaubert-Bovary"
"4262","se","se","Flaubert-Bovary"
"4263","coucher","INF","Flaubert-Bovary"
"4264","sans","sans","Flaubert-Bovary"
"4265","feu","NC","Flaubert-Bovary"
"4266",",",",","Flaubert-Bovary"
"4267","lui","lui","Flaubert-Bovary"
"4268","apprenait","VIMP","Flaubert-Bovary"
"4269","à","à","Flaubert-Bovary"
"4270","boire","INF","Flaubert-Bovary"
"4271","de","un","Flaubert-Bovary"
"4272","grands","ADJ","Flaubert-Bovary"
"4273","coups","NC","Flaubert-Bovary"
"4274","de","de","Flaubert-Bovary"
"4275","rhum","NC","Flaubert-Bovary"
"4276","et","et","Flaubert-Bovary"
"4277","à","à","Flaubert-Bovary"
"4278","insulter","INF","Flaubert-Bovary"
"4279","les","le","Flaubert-Bovary"
"4280","processions","NC","Flaubert-Bovary"
"4281",".",".","Flaubert-Bovary"
"4282","Mais","mais","Flaubert-Bovary"
"4283",",",",","Flaubert-Bovary"
"4284","naturellement","ADVMOD","Flaubert-Bovary"
"4285","paisible","ADJ","Flaubert-Bovary"
"4286",",",",","Flaubert-Bovary"
"4287","le","le","Flaubert-Bovary"
"4288","petit","NC","Flaubert-Bovary"
"4289","répondait","VIMP","Flaubert-Bovary"
"4290","mal","ADV","Flaubert-Bovary"
"4291","à","à","Flaubert-Bovary"
"4292","ses","DETPOSS","Flaubert-Bovary"
"4293","efforts","NC","Flaubert-Bovary"
"4294",".",".","Flaubert-Bovary"
"4295","Sa","DETPOSS","Flaubert-Bovary"
"4296","mère","NC","Flaubert-Bovary"
"4297","le","le","Flaubert-Bovary"
"4298","traînait","VIMP","Flaubert-Bovary"
"4299","toujours","toujours","Flaubert-Bovary"
"4300","après","après","Flaubert-Bovary"
"4301","elle","elle","Flaubert-Bovary"
"4302",";",";","Flaubert-Bovary"
"4303","elle","elle","Flaubert-Bovary"
"4304","lui","lui","Flaubert-Bovary"
"4305","découpait","VIMP","Flaubert-Bovary"
"4306","de","de","Flaubert-Bovary"
"4307","les","le","Flaubert-Bovary"
"4308","cartons","NC","Flaubert-Bovary"
"4309",",",",","Flaubert-Bovary"
"4310","lui","lui","Flaubert-Bovary"
"4311","racontait","VIMP","Flaubert-Bovary"
"4312","de","de","Flaubert-Bovary"
"4313","les","le","Flaubert-Bovary"
"4314","histoires","NC","Flaubert-Bovary"
"4315",",",",","Flaubert-Bovary"
"4316","s'","se","Flaubert-Bovary"
"4317","entretenait","VIMP","Flaubert-Bovary"
"4318","avec","avec","Flaubert-Bovary"
"4319","lui","lui","Flaubert-Bovary"
"4320","dans","dans","Flaubert-Bovary"
"4321","de","de","Flaubert-Bovary"
"4322","les","le","Flaubert-Bovary"
"4323","monologues","NC","Flaubert-Bovary"
"4324","sans","sans","Flaubert-Bovary"
"4325","fin","NC","Flaubert-Bovary"
"4326","pleins","ADJ","Flaubert-Bovary"
"4327","de","de","Flaubert-Bovary"
"4328","gaietés","NCABS","Flaubert-Bovary"
"4329","mélancoliques","ADJ","Flaubert-Bovary"
"4330","et","et","Flaubert-Bovary"
